,APELLIDOS Y NOMBRE,BANCADA,REGIÓN,SEDE,Nº CASO,ACTUALIZACIÓN,SITUACIÓN,DELITO
884,"PUÑO LECARNAQUE, NAPOLEÓN",APP,Tumbes,01º Fiscalia Provincial Penal Corporativa De Tumbes,"03506090601-2007-
0001040004","Sep 14, 2010",CON DICTAMEN,ABUSO DE AUTORIDAD (OMISION Y REHUSRETARDACTOOFIC)
885,"ESPINOZA ROSALES, RENNÁN SAMUEL",No agrupado,Lima,02ºfiscalia Provincial Mixta De Puente Piedra,"00606020614-2009-
0009780000","Sep 14, 2010",ARCHIVO DEFINITIVO,ABUSO DE AUTORIDAD
886,"ESPINOZA ROSALES, RENNÁN SAMUEL",No agrupado,Lima,02ºfiscalia Provincial Mixta De Puente Piedra,"00606020614-2010-
0004210000","Sep 13, 2010",ARCHIVO DEFINITIVO,ABUSO DE AUTORIDAD (OMISION Y REHUSRETARDACTOOFIC)
887,"ESPINOZA ROSALES, RENNÁN SAMUEL",No agrupado,Lima,02ºfiscalia Provincial Mixta De Puente Piedra,"00606020614-2010-
0004090000","Sep 10, 2010",ARCHIVO DEFINITIVO,ABUSO DE AUTORIDAD (OMISION Y REHUSRETARDACTOOFIC)
888,"RAMOS ZAPANA, RUBÉN",UPP,Puno,Fiscalía Provincial Mixta De San Antonio De Putina(Ncpp),"02706095001-2010-
0001980000","Sep 9, 2010",CON ARCHIVO (PRELIMINAR),CONTAMINACION Y PROPAGACION (TRAFICO DE PRODUCTOS NOCIVOS)
889,"ESPINOZA ROSALES, RENNÁN SAMUEL",No agrupado,Lima,02ºfiscalia Provincial Mixta De Puente Piedra,"00606020606-2009-
0002670000","Sep 9, 2010",ARCHIVO DEFINITIVO,DELITOS AMBIENTALES
890,"ESPINOZA ROSALES, RENNÁN SAMUEL",No agrupado,Lima,02ºfiscalia Provincial Mixta De Puente Piedra,"00606020614-2010-
0004100000","Sep 6, 2010",ARCHIVO DEFINITIVO,ABUSO DE AUTORIDAD (OMISION Y REHUSRETARDACTOOFIC)
891,"ESPINOZA ROSALES, RENNÁN SAMUEL",No agrupado,Lima,02ºfiscalia Provincial Mixta De Puente Piedra,"00606020614-2010-
0004080000","Sep 6, 2010",ARCHIVO DEFINITIVO,ABUSO DE AUTORIDAD (OMISION Y REHUSRETARDACTOOFIC)
892,"ESPINOZA ROSALES, RENNÁN SAMUEL",No agrupado,Lima,02ºfiscalia Provincial Mixta De Puente Piedra,"00606020606-2009-
0004970000","Sep 3, 2010",ARCHIVO DEFINITIVO,CONTRA LA VIDA/EL CUERPO Y LA SALUD
893,"ESPINOZA ROSALES, RENNÁN SAMUEL",No agrupado,Lima,02ºfiscalia Provincial Mixta De Puente Piedra,"00606020614-2010-
0003870000","Sep 3, 2010",ARCHIVO DEFINITIVO,ABUSO DE AUTORIDAD (OMISION Y REHUSRETARDACTOOFIC)
894,"ESPINOZA ROSALES, RENNÁN SAMUEL",No agrupado,Lima,02ºfiscalia Provincial Mixta De Puente Piedra,"00606020614-2010-
0003860000","Sep 3, 2010",ARCHIVO DEFINITIVO,ABUSO DE AUTORIDAD (OMISION Y REHUSRETARDACTOOFIC)
895,"ESPINOZA ROSALES, RENNÁN SAMUEL",No agrupado,Lima,02ºfiscalia Provincial Mixta De Puente Piedra,"00606020614-2010-
0004110000","Sep 2, 2010",ARCHIVO DEFINITIVO,ABUSO DE AUTORIDAD (OMISION Y REHUSRETARDACTOOFIC)
896,"VÁSQUEZ TAN, GRIMALDO",Somos Perú,Amazonas,Fiscalia Superior Mixta De Amazonas(Ncpp),"01205017000-2010-
0001010000","Sep 1, 2010",CON DICTAMEN,CONTENCIOSO ADMINISTRATIVO
897,"ESPINOZA ROSALES, RENNÁN SAMUEL",No agrupado,Lima,02ºfiscalia Provincial Mixta De Puente Piedra,"00606020614-2010-
0006770000","Sep 1, 2010",ARCHIVO DEFINITIVO,ABUSO DE AUTORIDAD (OMISION Y REHUSRETARDACTOOFIC)
898,"ESPINOZA ROSALES, RENNÁN SAMUEL",No agrupado,Lima,02ºfiscalia Provincial Mixta De Puente Piedra,"00606020614-2010-
0006750000","Sep 1, 2010",ARCHIVO DEFINITIVO,ABUSO DE AUTORIDAD (OMISION Y REHUSRETARDACTOOFIC)
899,"ESPINOZA ROSALES, RENNÁN SAMUEL",No agrupado,Lima,02ºfiscalia Provincial Mixta De Puente Piedra,"00606020614-2010-
0006730000","Sep 1, 2010",ARCHIVO DEFINITIVO,ABUSO DE AUTORIDAD (OMISION Y REHUSRETARDACTOOFIC)
900,"ESPINOZA ROSALES, RENNÁN SAMUEL",No agrupado,Lima,02ºfiscalia Provincial Mixta De Puente Piedra,"00606020614-2010-
0002580000","Sep 1, 2010",FORMALIZACION,ABUSO DE AUTORIDAD (OMISION Y REHUSRETARDACTOOFIC)
901,"VALDEZ FARÍAS, LUIS ALBERTO",APP,La Libertad,01° Fiscalia Provincial Penal Corporativa De Trujillo,"02306014501-2010-
0015260000","Aug 27, 2010",CON ARCHIVO (PRELIMINAR),ABUSO DE AUTORIDAD
902,"ESPINOZA ROSALES, RENNÁN SAMUEL",No agrupado,Lima,02ºfiscalia Provincial Mixta De Puente Piedra,"00606020614-2010-
0006580000","Aug 26, 2010",ARCHIVO DEFINITIVO,ABUSO DE AUTORIDAD (OMISION Y REHUSRETARDACTOOFIC)
903,"ESPINOZA ROSALES, RENNÁN SAMUEL",No agrupado,Lima,02ºfiscalia Provincial Mixta De Puente Piedra,"00606020614-2010-
0006620000","Aug 26, 2010",ARCHIVO DEFINITIVO,ABUSO DE AUTORIDAD (OMISION Y REHUSRETARDACTOOFIC)
904,"ESPINOZA ROSALES, RENNÁN SAMUEL",No agrupado,Lima,02ºfiscalia Provincial Mixta De Puente Piedra,"00606020614-2010-
0006600000","Aug 26, 2010",ARCHIVO DEFINITIVO,ABUSO DE AUTORIDAD (OMISION Y REHUSRETARDACTOOFIC)
905,"ESPINOZA ROSALES, RENNÁN SAMUEL",No agrupado,Lima,02ºfiscalia Provincial Mixta De Puente Piedra,"00606020614-2010-
0006590000","Aug 26, 2010",ARCHIVO DEFINITIVO,ABUSO DE AUTORIDAD (OMISION Y REHUSRETARDACTOOFIC)
906,"ESPINOZA ROSALES, RENNÁN SAMUEL",No agrupado,Lima,02ºfiscalia Provincial Mixta De Puente Piedra,"00606020614-2010-
0006570000","Aug 26, 2010",ARCHIVO DEFINITIVO,ABUSO DE AUTORIDAD (OMISION Y REHUSRETARDACTOOFIC)
907,"ESPINOZA ROSALES, RENNÁN SAMUEL",No agrupado,Lima,02ºfiscalia Provincial Mixta De Puente Piedra,"00606020614-2010-
0006560000","Aug 26, 2010",ARCHIVO DEFINITIVO,ABUSO DE AUTORIDAD (OMISION Y REHUSRETARDACTOOFIC)
908,"GUIBOVICH ARTEAGA, OTTO NAPOLEÓN",Acción Popular,Ancash,04º Fiscalia Superior En Lo Penal De Lima,"00506010113-2006-
0004560004","Aug 25, 2010",CON DICTAMEN,CONTRA LA PAZ PUBLICA (ASOCIACION ILICITA)
909,"ESPINOZA ROSALES, RENNÁN SAMUEL",No agrupado,Lima,02ºfiscalia Provincial Mixta De Puente Piedra,"00606020614-2010-
0006780000","Aug 24, 2010",ARCHIVO DEFINITIVO,ABUSO DE AUTORIDAD (OMISION Y REHUSRETARDACTOOFIC)
910,"VÁSQUEZ TAN, GRIMALDO",Somos Perú,Amazonas,Fiscalia Superior Mixta De Utcubamba(Ncpp),"01205077000-2010-
0000710000","Aug 24, 2010",IMPUGNACION RESUELTA - FISCAL SUPERIOR,ABUSO DE AUTORIDAD (OMISION Y REHUSRETARDACTOOFIC)
911,"ESPINOZA ROSALES, RENNÁN SAMUEL",No agrupado,Lima,02ºfiscalia Provincial Mixta De Puente Piedra,"00606020614-2010-
0006760000","Aug 24, 2010",ARCHIVO DEFINITIVO,ABUSO DE AUTORIDAD (OMISION Y REHUSRETARDACTOOFIC)
912,"ESPINOZA ROSALES, RENNÁN SAMUEL",No agrupado,Lima,02ºfiscalia Provincial Mixta De Puente Piedra,"00606020614-2010-
0006610000","Aug 24, 2010",ARCHIVO DEFINITIVO,ABUSO DE AUTORIDAD (OMISION Y REHUSRETARDACTOOFIC)
913,"ESPINOZA ROSALES, RENNÁN SAMUEL",No agrupado,Lima,02ºfiscalia Provincial Mixta De Puente Piedra,"00606020614-2010-
0006740000","Aug 24, 2010",ARCHIVO DEFINITIVO,ABUSO DE AUTORIDAD (OMISION Y REHUSRETARDACTOOFIC)
914,"DIOSES GUZMÁN, LUIS REYMUNDO",Somos Perú,Piura,02º Fiscalia Superior Penal De Liquidacion De Piura,"02606010601-2005-
0012490000","Aug 20, 2010",CON DICTAMEN,CONTRA LOS MEDIOS DE TRANSPORTES Y COMUNICACIONES Y OTROS SERVICIOS PUBLICOS (PERTURBMEDTRANSPSERVPUBLICO)
915,"COSTA SANTOLALLA, GINO FRANCISCO",Morado,Lima,43º Fiscalia Provincial En Lo Penal De Lima,"00506010143-2010-
0000190000","Aug 20, 2010",ARCHIVO DEFINITIVO,ABUSO DE AUTORIDAD
916,"ESPINOZA ROSALES, RENNÁN SAMUEL",No agrupado,Lima,02ºfiscalia Provincial Mixta De Puente Piedra,"00606020614-2010-
0006500000","Aug 18, 2010",DERIVADO,VIOLACION DE DOMICILIO (ALLANAMIENTO ILEGAL)
917,"VÁSQUEZ TAN, GRIMALDO",Somos Perú,Amazonas,Fiscalia Superior Mixta De Utcubamba(Ncpp),"01205077000-2010-
0000650000","Aug 16, 2010",CALIFICACION DE IMPUGNACION,ABUSO DE AUTORIDAD (OMISION Y REHUSRETARDACTOOFIC)
918,"VÁSQUEZ TAN, GRIMALDO",Somos Perú,Amazonas,Fiscalia Superior Mixta De Amazonas(Ncpp),"01205017000-2010-
0000930000","Aug 9, 2010",CON DICTAMEN,CONTENCIOSO ADMINISTRATIVO
919,"ACUÑA PERALTA, HUMBERTO",APP,Lambayeque,03º Fiscalia Superior Penal De Apelaciones De Lambayeque,"02406074502-2010-
0024620001","Aug 4, 2010",CONSULTA RESUELTA,DELITOS CONTRA LA FE PUBLICA
920,"VÁSQUEZ TAN, GRIMALDO",Somos Perú,Amazonas,Fiscalia Superior Mixta De Amazonas(Ncpp),"01205017000-2010-
0000890000","Jul 22, 2010",CON DICTAMEN,CONTENCIOSO ADMINISTRATIVO
921,"PINEDO ACHACA, LILIANA ANGÉLICA",Fuerza Popular,Lima Provincias,01° Fiscalia Provincial Penal De Mala(Ncpp),"01106010610-2009-
0001200000","Jul 19, 2010",CON DICTAMEN,ROBO AGRAVADO (DOS O MAS PERSONAS)
922,"SIMEÓN HURTADO, LUIS CARLOS",Acción Popular,Pasco,09º Fiscalia Provincial En Lo Penal De Lima,"00506010109-2008-
0001200000","Jul 12, 2010",ARCHIVO DEFINITIVO,CONTRA LA FE PUBLICA (FALSIFICACION DOCUMENTARIA)
923,"VÁSQUEZ TAN, GRIMALDO",Somos Perú,Amazonas,01° Fiscalia  Provincial Penal Corporativa De Chachapoyas(Ncpp),"01206010602-2010-
0001190000","Jul 8, 2010",CON ARCHIVO (PRELIMINAR),ABUSO DE AUTORIDAD (OMISION Y REHUSRETARDACTOOFIC)
924,"ESPINOZA ROSALES, RENNÁN SAMUEL",No agrupado,Lima,01°Fiscalia Provincial Mixta De Puente Piedra,"00606020613-2008-
0007070000","Jun 18, 2010",ARCHIVO DEFINITIVO,USURPACION (DESTRUCCIONALTERACLIMITES)
925,"ESPINOZA ROSALES, RENNÁN SAMUEL",No agrupado,Lima,02ºfiscalia Provincial Mixta De Puente Piedra,"00606020606-2009-
0002130000","Jun 14, 2010",ARCHIVO DEFINITIVO,DELITOS AMBIENTALES
926,"TITO ORTEGA, ERWIN",Fuerza Popular,Junín,2da. Fiscalia Provincial Mixta De Jauja,"02206060502-2010-
0001940000","Jun 11, 2010",ARCHIVO DEFINITIVO,DAÑOS
927,"GUIBOVICH ARTEAGA, OTTO NAPOLEÓN",Acción Popular,Ancash,03° Fiscalia Provincial Penal Corporativa De  Arequipa,"01506014501-2009-
0052500000","May 24, 2010",DERIVADO (PRELIMINAR),VIOLENCIA Y RESISTENCIA A LA AUTORIDAD (DESOBYRESISTAORDENOFICIAL)
928,"GUIBOVICH ARTEAGA, OTTO NAPOLEÓN",Acción Popular,Ancash,33º Fiscalia Provincial En Lo Penal De Lima,"00506010113-2006-
0004560002","May 13, 2010",CON APELACION,CONTRA LA PAZ PUBLICA (ASOCIACION ILICITA)
929,"ESPINOZA ROSALES, RENNÁN SAMUEL",No agrupado,Lima,02ºfiscalia Provincial Mixta De Puente Piedra,"00606020614-2009-
0006580000","May 5, 2010",ARCHIVO DEFINITIVO,ABUSO DE AUTORIDAD
930,"ESPINOZA ROSALES, RENNÁN SAMUEL",No agrupado,Lima,01°Fiscalia Provincial Mixta De Puente Piedra,"00606020613-2009-
0006510000","Apr 27, 2010",ARCHIVO DEFINITIVO,DAÑOS
931,"VALDEZ FARÍAS, LUIS ALBERTO",APP,La Libertad,01° Fiscalia Provincial Penal Corporativa De Trujillo,"02306014501-2010-
0014190000","Apr 12, 2010",EN CALIFICACION (CALIFICA),ABUSO DE AUTORIDAD
932,"ESPINOZA ROSALES, RENNÁN SAMUEL",No agrupado,Lima,02ºfiscalia Provincial Mixta De Puente Piedra,"00606020614-2009-
0010750000","Apr 5, 2010",ARCHIVO DEFINITIVO,ABUSO DE AUTORIDAD
933,"ESPINOZA ROSALES, RENNÁN SAMUEL",No agrupado,Lima,02ºfiscalia Provincial Mixta De Puente Piedra,"00606020614-2009-
0003850000","Mar 26, 2010",ARCHIVO DEFINITIVO,DAÑOS
934,"VÁSQUEZ TAN, GRIMALDO",Somos Perú,Amazonas,01º Fiscalia Provincial Mixta De Bagua,"01206020606-2010-
0000980000","Mar 16, 2010",CON DICTAMEN,CONTENCIOSO ADMINISTRATIVO LABORAL
935,"ESPINOZA ROSALES, RENNÁN SAMUEL",No agrupado,Lima,02ºfiscalia Provincial Mixta De Puente Piedra,"00606020614-2009-
0004900000","Mar 5, 2010",ARCHIVO DEFINITIVO,ABUSO DE AUTORIDAD (OMISION Y REHUSRETARDACTOOFIC)
936,"VÁSQUEZ TAN, GRIMALDO",Somos Perú,Amazonas,02º Fiscalia Provincial Mixta De Bagua,"01206020602-2010-
0000500000","Feb 24, 2010",CON DICTAMEN,OBLIGACION DE HACER
937,"VÁSQUEZ TAN, GRIMALDO",Somos Perú,Amazonas,01º Fiscalia Provincial Mixta De Bagua,"01206020606-2010-
0000970000","Feb 23, 2010",CON DICTAMEN,CONTENCIOSO ADMINISTRATIVO LABORAL
938,"VÁSQUEZ TAN, GRIMALDO",Somos Perú,Amazonas,01º Fiscalia Provincial Mixta De Bagua,"01206020606-2010-
0000960000","Feb 23, 2010",CON DICTAMEN,CONTENCIOSO ADMINISTRATIVO LABORAL
939,"VALDEZ FARÍAS, LUIS ALBERTO",APP,La Libertad,02° Fiscalia Provincial Penal Corporativa De Trujillo,"02306014502-2009-
0051130000","Feb 21, 2010",CON ARCHIVO (PRELIMINAR),ABUSO DE AUTORIDAD
940,"ACATE CORONEL, EDUARDO GEOVANNI",APP,Loreto,1ª Fiscalia Superior Mixta Descentralizada De San Martin - Tarapoto,"02805080601-2010-
0000460001","Feb 16, 2010",CON DICTAMEN,CONTRA LOS MEDIOS DE TRANSPORTES Y COMUNICACIONES Y OTROS SERVICIOS PUBLICOS (PERTURBMEDTRANSPSERVPUBLICO)
941,"ALARCÓN TEJADA, EDGAR ARNOLD",UPP,Arequipa,01° Fiscalia Superior Espec. En Delitos De Corrupcion De Funcionarios,"00505012901-2008-
0000110000","Feb 16, 2010",CON DICTAMEN,ABUSO DE AUTORIDAD
942,"ESPINOZA ROSALES, RENNÁN SAMUEL",No agrupado,Lima,Fiscalia Superior Penal Transitoria De Lima Norte,"00606020615-2010-
0000030000","Feb 8, 2010",CON DICTAMEN,TRATA DE PERSONAS (LEY 28950)
943,"LIZANA SANTOS, MÁRTIRES",Fuerza Popular,Piura,02º Fiscalia Provincial Mixta Corporativa De Huancabamba,"02606030602-2008-
0002160001","Dec 7, 2009",CON ARCHIVO (PRELIMINAR),PECULADO (DE USO)
944,"ACATE CORONEL, EDUARDO GEOVANNI",APP,Loreto,02ºfiscalia Provincial Mixta De Alto Amazonas,"02806020602-2009-
0003510000","Nov 5, 2009",CON DEMANDA,MALTRATO FISICO
945,"DIOSES GUZMÁN, LUIS REYMUNDO",Somos Perú,Piura,01º Fiscalia Provincial Penal Corporativa De Paita,"02606010601-2008-
0011920000","Nov 4, 2009",CON ARCHIVO (CALIFICA),ABUSO DE AUTORIDAD (OMISION Y REHUSRETARDACTOOFIC)
946,"VÁSQUEZ TAN, GRIMALDO",Somos Perú,Amazonas,02º Fiscalia Provincial Mixta De Chachapoyas,"01206010602-2009-
0002030000","Oct 6, 2009",ARCHIVO DEFINITIVO,COACCION
947,"GUIBOVICH ARTEAGA, OTTO NAPOLEÓN",Acción Popular,Ancash,48°Fiscalia Provincial En Lo Penal De Lima,"00506010148-2009-
0001140000","Oct 5, 2009",ARCHIVO DEFINITIVO,COACCION
948,"ESPINOZA ROSALES, RENNÁN SAMUEL",No agrupado,Lima,02ºfiscalia Provincial Mixta De Puente Piedra,"00606020614-2007-
0004130002","Sep 28, 2009",CON DICTAMEN,VIOLACION A LA LIBERTAD AL TRABAJO (IMPEDIMENTOAINTEGRARSINDICATO)
949,"GUIBOVICH ARTEAGA, OTTO NAPOLEÓN",Acción Popular,Ancash,04º Fiscalia Superior En Lo Penal De Lima,"00506010113-2006-
0004560003","Sep 21, 2009",CON DICTAMEN,CONTRA LA PAZ PUBLICA (ASOCIACION ILICITA)
950,"RUÍZ PINEDO, ROLANDO RUBÉN",Acción Popular,San Martín,1ª Fiscalia Superior Mixta Descentralizada De San Martin - Tarapoto,"02805080601-2009-
0002630000","Sep 15, 2009",CON RESOLUCION EMITIDA,CONCUSION (COLUSION ILEGAL)
951,"ESPINOZA ROSALES, RENNÁN SAMUEL",No agrupado,Lima,03ºfiscalia Provincial Mixta De Puente Piedra,"00606020616-2009-
0001170000","Sep 4, 2009",ARCHIVO DEFINITIVO,ABUSO DE AUTORIDAD
952,"LIZANA SANTOS, MÁRTIRES",Fuerza Popular,Piura,02º Fiscalia Provincial Mixta Corporativa De Huancabamba,"02606034502-2009-
0000460000","Sep 1, 2009",CON ARCHIVO (PRELIMINAR),PECULADO (MALVERSBIENPUBC/DANOS)
953,"VÁSQUEZ BECERRA, JORGE",Acción Popular,Cusco,Fiscalia Provincial Mixta De Calca,"01806060400-2009-
0004190000","Aug 11, 2009",ARCHIVO DEFINITIVO,VIOLENCIA Y RESISTENCIA A LA AUTORIDAD (ATENTADO CONTRA LA AUTORIDAD)
954,"VÁSQUEZ TAN, GRIMALDO",Somos Perú,Amazonas,02º Fiscalia Provincial Mixta De Chachapoyas,"01206010602-2009-
0000300000","Jul 24, 2009",ARCHIVO DEFINITIVO,ABUSO DE AUTORIDAD
955,"CHEHADE MOYA, OMAR KARIM",APP,Lima,56ºfiscalia Provincial En Lo Penal De Lima,"00506010156-2007-
0001160000","Jul 24, 2009",ARCHIVO DEFINITIVO,CONTRA LA FUNCION JURISDICCIONAL (FALSA DENUNCIA)
956,"AYASTA DE DÍAZ, RITA ELENA",Fuerza Popular,Lambayeque,01º Fiscalia Provincial Penal Corporativa De Chiclayo,"02406070106-2006-
0000840000","Jul 22, 2009",CON RUBRICA,VIOLACION A LA LIBERTAD AL TRABAJO (RETREMUNERACOINDEMNIZACIONES)
957,"ALARCÓN TEJADA, EDGAR ARNOLD",UPP,Arequipa,01° Fiscalia Superior Espec. En Delitos De Corrupcion De Funcionarios,"00505012901-2009-
0000030000","Jul 21, 2009",CON DICTAMEN,ABUSO DE AUTORIDAD
958,"ESPINOZA ROSALES, RENNÁN SAMUEL",No agrupado,Lima,02ºfiscalia Provincial Mixta De Puente Piedra,"00606020614-2009-
0000010000","Jul 17, 2009",ARCHIVO DEFINITIVO,USURPACION
959,"VEGA ANTONIO, JOSÉ ALEJANDRO",UPP,Lima,01° Fiscalia Provincial Penal Corporativa De  Arequipa,"01506014501-2009-
0034410000","Jul 13, 2009",DERIVADO (CALIFICA),CONTRA LA FUNCION JURISDICCIONAL (INTERFIERE PROCESOS JUDICIALES)
960,"PINEDO ACHACA, LILIANA ANGÉLICA",Fuerza Popular,Lima Provincias,01ºfiscalia Provincial Mixta De Mala,"01106010610-2009-
0001200001","Jul 6, 2009",CON DICTAMEN,ROBO AGRAVADO (DOS O MAS PERSONAS)
961,"COSTA SANTOLALLA, GINO FRANCISCO",Morado,Lima,53° Fiscalia Provincial Penal De Lima,"00506010153-2009-
0002100000","Jun 30, 2009",DERIVADO,CONTRA LA PAZ PUBLICA (ASOCIACION ILICITA)
962,"VALDEZ FARÍAS, LUIS ALBERTO",APP,La Libertad,02º Fiscalia  Provincial Mixta De Villa El Salvador(Desact),"00506010622-2007-
0001960000","Jun 23, 2009",ARCHIVO DEFINITIVO,CONTRA EL PATRIMONIO
963,"RIVERA GUERRA, WALTER JESÚS",Acción Popular,Lima,01º Fiscalia Provincial Penal De Santa Anita,"03406010101-2006-
0007820000","May 22, 2009",ARCHIVO DEFINITIVO,APROPIACION ILICITA(BIENMUEBSUMDINER)
964,"LIZÁRRAGA HOUGHTON, CAROLINA",Morado,Lima,05° Fiscalia Especializada Anticorrupcion,"00507012906-2008-
0000240000","May 18, 2009",ARCHIVO DEFINITIVO,DELITO CONTRA LA ADMINISTRACION PUBLICA
965,"DIOSES GUZMÁN, LUIS REYMUNDO",Somos Perú,Piura,02º Fiscalia Superior Penal De Liquidacion De Piura,"02605060604-2009-
0002720000","May 18, 2009",QUEJA RESUELTA,PECULADO
966,"GUIBOVICH ARTEAGA, OTTO NAPOLEÓN",Acción Popular,Ancash,02º Fiscalia Provincial En Lo Penal De Lima,"00506010102-2008-
0004920000","Apr 27, 2009",ARCHIVO DEFINITIVO,ABUSO DE AUTORIDAD
967,"CHAGUA PAYANO, POSEMOSCROWTE IRRHOSCOPT",UPP,Huancavelica,38º Fiscalia Provincial En Lo Penal De Lima,"00506012802-2005-
0000050010","Mar 6, 2009",CON DICTAMEN,HOMICIDIO
968,"CHAGUA PAYANO, POSEMOSCROWTE IRRHOSCOPT",UPP,Huancavelica,38º Fiscalia Provincial En Lo Penal De Lima,"00506012802-2005-
0000050011","Mar 6, 2009",CON DICTAMEN,HOMICIDIO
969,"CHAGUA PAYANO, POSEMOSCROWTE IRRHOSCOPT",UPP,Huancavelica,38º Fiscalia Provincial En Lo Penal De Lima,"00506012802-2005-
0000050012","Mar 6, 2009",CON DICTAMEN,HOMICIDIO
970,"CHAGUA PAYANO, POSEMOSCROWTE IRRHOSCOPT",UPP,Huancavelica,38º Fiscalia Provincial En Lo Penal De Lima,"00506012802-2005-
0000050013","Mar 6, 2009",CON DICTAMEN,HOMICIDIO
971,"CHAGUA PAYANO, POSEMOSCROWTE IRRHOSCOPT",UPP,Huancavelica,38º Fiscalia Provincial En Lo Penal De Lima,"00506012802-2005-
0000050014","Mar 6, 2009",CON DICTAMEN,HOMICIDIO
972,"ALARCÓN TEJADA, EDGAR ARNOLD",UPP,Arequipa,06° Fiscalia Especializada Anticorrupcion,"00507012901-2007-
0000520000","Mar 3, 2009",CON DICTAMEN,ABUSO DE AUTORIDAD
973,"CÉSPEDES CÁRDENAS, MARÍA TERESA",Frepap,Lima,2° Fiscalia Provincial Mixta De Carabayllo-Modulo Basico De Justicia,"00606020611-2007-
0003050000","Jan 26, 2009",ARCHIVO DEFINITIVO,VIOLENCIA Y RESISTENCIA A LA AUTORIDAD (ATENTC/ACTOS DE FUNCION)
974,"GUIBOVICH ARTEAGA, OTTO NAPOLEÓN",Acción Popular,Ancash,19º Fiscalia Provincial En Lo Penal De Lima,"00506010119-2007-
0004350000","Jan 16, 2009",ARCHIVO DEFINITIVO,CONTRA LA PAZ PUBLICA (ASOCIACION ILICITA)
975,"TITO ORTEGA, ERWIN",Fuerza Popular,Junín,04º Fiscalia Provincial Penal De Huancayo,"02206010104-2007-
0007650000","Dec 5, 2008",ARCHIVO DEFINITIVO,CONCUSION (EXACCION)
976,"ESPINOZA ROSALES, RENNÁN SAMUEL",No agrupado,Lima,2ª Fiscalia Provincial De Prevencion Del Delito Lima- Norte,"00606020607-2008-
0003480000","Nov 27, 2008",ARCHIVO DEFINITIVO,USURPACION (DESTRUCCIONALTERACLIMITES)
977,"ESPINOZA ROSALES, RENNÁN SAMUEL",No agrupado,Lima,2ª Fiscalia Provincial De Prevencion Del Delito Lima- Norte,"00606020607-2008-
0002110000","Nov 14, 2008",ARCHIVO DEFINITIVO,PECULADO (APROPOUTILIZACDECAUDALES)
978,"ALARCÓN TEJADA, EDGAR ARNOLD",UPP,Arequipa,06° Fiscalia Especializada Anticorrupcion,"00507012901-2007-
0000520001","Nov 4, 2008",CON DICTAMEN,ABUSO DE AUTORIDAD
979,"ESPINOZA ROSALES, RENNÁN SAMUEL",No agrupado,Lima,01°Fiscalia Provincial Mixta De Puente Piedra,"00606020613-2008-
0007970000","Oct 30, 2008",DERIVADO,USURPACION
980,"SIMEÓN HURTADO, LUIS CARLOS",Acción Popular,Pasco,03º Fiscalia Provincial De Familia De Lima,"00506010703-2008-
0000640000","Sep 17, 2008",ARCHIVO DEFINITIVO,MALTRATO FISICO
981,"BARRIONUEVO ROMERO, BETTO",Somos Perú,Ancash,Fiscalia Provincial Mixta De Sihuas,"01306160601-2008-
0000840000","Sep 8, 2008",CON RESOLUCION EMITIDA,FALSIFICACION DE DOCUMENTOS EN GENERAL
982,"ESPINOZA ROSALES, RENNÁN SAMUEL",No agrupado,Lima,01°Fiscalia Provincial Mixta De Puente Piedra,"00606020613-2008-
0006420001","Aug 12, 2008",EXPED. PENDIENTE,CONTRA LA FUNCION JURISDICCIONAL (ENCUBRIMIENTO REAL)
983,"GUIBOVICH ARTEAGA, OTTO NAPOLEÓN",Acción Popular,Ancash,04º Fiscalia Superior En Lo Penal De Lima,"00506010113-2006-
0004560001","Jul 1, 2008",CON DICTAMEN,CONTRA LA PAZ PUBLICA (ASOCIACION ILICITA)
984,"AYASTA DE DÍAZ, RITA ELENA",Fuerza Popular,Lambayeque,03º Fiscalia Superior Penal De Lambayeque,"02406070106-2006-
0000840001","May 7, 2008",CON DICTAMEN,VIOLACION A LA LIBERTAD AL TRABAJO (RETREMUNERACOINDEMNIZACIONES)
985,"LIZÁRRAGA HOUGHTON, CAROLINA",Morado,Lima,46ºfiscalia Provincial En Lo Penal De Lima,"00506010146-2008-
0001820000","Apr 18, 2008",DERIVADO,ABUSO DE AUTORIDAD (OMISION Y REHUSRETARDACTOOFIC)
986,"ESPINOZA VELARDE, YEREMI ARON",Podemos,Lima,47ºfiscalia Provincial En Lo Penal De Lima,"00506010147-2003-
0001620000","Apr 17, 2008",ARCHIVO DEFINITIVO,CONTRABANDO (DTRIB)
987,"VEGA ANTONIO, JOSÉ ALEJANDRO",UPP,Lima,43º Fiscalia Provincial En Lo Penal De Lima,"00506010143-2006-
0000520000","Apr 15, 2008",ARCHIVO DEFINITIVO,CONTRA LA FE PUBLICA (FALSEDAD IDEOLOGICA)
988,"ANCALLE GUTIERREZ, JOSÉ LUIS",Frente Amplio,Arequipa,01º Fiscalia Provincial De Familia De Arequipa,"01506010701-2008-
0004000000","Apr 4, 2008",CON DICTAMEN,ALIMENTOS
989,"VÁSQUEZ TAN, GRIMALDO",Somos Perú,Amazonas,01º Fiscalia Provincial Mixta De Chachapoyas,"01206010601-2007-
0001780000","Mar 10, 2008",ARCHIVO DEFINITIVO,ABUSO DE AUTORIDAD
